date,media_source,cost_sum_amount,pred_14,pred_28,pred_56,pred_63,pred_70,pred_77,pred_84,pred_91,pred_98,pred_100,pred_105,pred_112,pred_119,pred_126,pred_133,pred_140,pred_147
20250106,All,2223.7100,0.48269561766762503,0.6206883163877108,0.7731285041495602,0.7971078595278287,0.8210872149060972,0.8450665702843656,0.8690459256626341,0.8930252810409025,0.9170046364191708,0.9238558808129619,0.9409839917974393,0.9649633471757078,0.9889427025539762,1.0129220579322447,1.0369014133105132,1.0608807686887816,1.08486012406705
20250105,All,1932.8100,0.4607488982666867,0.5924674835965961,0.7379766740512784,0.7608657601902171,0.7837548463291559,0.8066439324680947,0.8295330186070335,0.8524221047459724,0.8753111908849112,0.8818509297817507,0.89820027702385,0.9210893631627887,0.9439784493017275,0.9668675354406663,0.9897566215796051,1.0126457077185438,1.0355347938574826
20250104,All,1916.0900,0.3118813919687558,0.40104183466409477,0.4995371518183546,0.5150307972134067,0.5305244426084589,0.5460180880035109,0.5615117333985631,0.5770053787936152,0.5924990241886673,0.5969257800158251,0.6079926695837194,0.6234863149787715,0.6389799603738237,0.6544736057688758,0.6699672511639279,0.68546089655898,0.7009545419540322
20250103,All,1972.4700,0.372300974897845,0.4787341273480674,0.5963105635949499,0.6148057333416506,0.6333009030883512,0.6517960728350518,0.6702912425817524,0.6887864123284531,0.7072815820751537,0.7125659162884966,0.7257767518218543,0.7442719215685549,0.7627670913152556,0.7812622610619562,0.7997574308086568,0.8182526005553574,0.836747770302058
20250102,All,1848.7300,0.5095340757302182,0.6551993348009415,0.8161153807155312,0.8414280171515341,0.866740653587537,0.89205329002354,0.9173659264595428,0.9426785628955457,0.9679911993315486,0.9752233811704066,0.9933038357675515,1.0186164722035544,1.0439291086395572,1.0692417450755602,1.094554381511563,1.1198670179475658,1.1451796543835688
20250101,All,1350.9700,0.5794727176765819,0.7451319886955182,0.9281353694022249,0.956922418052718,0.9857094667032111,1.0144965153537044,1.0432835640041975,1.0720706126546906,1.100857661305184,1.1090825323481819,1.129644709955677,1.1584317586061703,1.1872188072566634,1.2160058559071565,1.2447929045576498,1.2735799532081429,1.3023670018586362
20241231,All,1922.8100,0.36443000000000003,0.46861300343714485,0.5837037057196421,0.6018078611348665,0.6199120165500908,0.6380161719653151,0.6561203273805394,0.6742244827957637,0.692328638210988,0.6975012540439093,0.7104327936262123,0.7285369490414366,0.7466411044566609,0.7647452598718852,0.7828494152871095,0.8009535707023339,0.8190577261175581
20241230,All,2249.9600,0.4755,0.6114356203780213,0.7616033588609328,0.785225250307683,0.8088471417544331,0.8324690332011832,0.8560909246479333,0.8797128160946834,0.9033347075414335,0.9100838193833621,0.9269565989881836,0.9505784904349338,0.9742003818816839,0.997822273328434,1.0214441647751842,1.0450660562219343,1.0686879476686844
20241229,All,2349.1000,0.4486,0.5768454664596854,0.7185179112197991,0.7408034643281317,0.7630890174364642,0.7853745705447966,0.8076601236531292,0.8299456767614617,0.8522312298697942,0.8585985307578892,0.8745167829781267,0.8968023360864592,0.9190878891947917,0.9413734423031243,0.9636589954114567,0.9859445485197892,1.0082301016281217
20241228,All,1711.0200,0.5318,0.6838306265342414,0.8517784779016702,0.8781972410381196,0.9046160041745691,0.9310347673110185,0.9574535304474681,0.9838722935839175,1.010291056720367,1.0178392747593525,1.0367098198568165,1.063128582993266,1.0895473461297154,1.1159661092661648,1.1423848724026142,1.1688036355390639,1.1952223986755133
