date,media_source,cost_sum_amount,pred_14,pred_28,pred_56,pred_63,pred_70,pred_77,pred_84,pred_91,pred_98,pred_100,pred_105,pred_112,pred_119,pred_126,pred_133,pred_140,pred_147
20250107,All,2055.5500,0.4406429658802016,0.5722621343501628,0.7114750717458879,0.7333737360553277,0.7552724003647677,0.7771710646742076,0.7990697289836475,0.8209683932930874,0.8428670576025273,0.8491238188337958,0.8647657219119672,0.8866643862214071,0.908563050530847,0.930461714840287,0.9523603791497268,0.9742590434591667,0.9961577077686066
20250106,All,2223.7100,0.4834906012178922,0.6279082722641643,0.7806581219396659,0.804686188180756,0.8287142544218461,0.8527423206629362,0.8767703869040263,0.9007984531451165,0.9248265193862066,0.9316916811693752,0.9488545856272967,0.9728826518683868,0.996910718109477,1.020938784350567,1.0449668505916572,1.0689949168327475,1.0930229830738374
20250105,All,1932.8100,0.46087657145633326,0.5985394772539969,0.7441448454485053,0.7670490606701134,0.7899532758917215,0.8128574911133295,0.8357617063349376,0.8586659215565456,0.8815701367781537,0.8881141982700417,0.9044743519997618,0.9273785672213698,0.9502827824429779,0.9731869976645859,0.9960912128861941,1.018995428107802,1.04189964332941
20250104,All,1916.0900,0.3119678140790503,0.40515197326891783,0.5037123932318577,0.5192162795181628,0.534720165804468,0.5502240520907732,0.5657279383770782,0.5812318246633834,0.5967357109496886,0.6011653927457757,0.6122395972359937,0.6277434835222989,0.6432473698086041,0.6587512560949091,0.6742551423812143,0.6897590286675195,0.7052629149538246
20250103,All,1972.4700,0.37240413923128685,0.4836405073019384,0.601294658474316,0.6198020530407574,0.6383094476071988,0.6568168421736402,0.6753242367400817,0.693831631306523,0.7123390258729645,0.7176268528919477,0.730846420439406,0.7493538150058473,0.7678612095722888,0.7863686041387301,0.8048759987051716,0.823383393271613,0.8418907878380544
20250102,All,1848.7300,0.5096752672575922,0.6619142454338319,0.8229366526136411,0.8482660200351841,0.8735953874567273,0.8989247548782703,0.9242541222998133,0.9495834897213563,0.9749128571428993,0.9821498192633402,1.0002422245644422,1.0255715919859854,1.0509009594075285,1.0762303268290714,1.1015596942506145,1.1268890616721574,1.1522184290937005
20250101,All,1350.9700,0.5796332891515377,0.752768587892186,0.9358929290102722,0.9646990051412071,0.993505081272142,1.0223111574030768,1.0511172335340118,1.0799233096649465,1.1087293857958815,1.1169596932618628,1.1375354619268165,1.1663415380577513,1.1951476141886863,1.223953690319621,1.252759766450556,1.2815658425814909,1.3103719187124259
20241231,All,1922.8100,0.3354,0.43558330603926354,0.5415466886822998,0.5582150859519909,0.574883483221682,0.5915518804913731,0.6082202777610642,0.6248886750307553,0.6415570723004465,0.6463194715203582,0.6582254695701375,0.6748938668398285,0.6915622641095197,0.7082306613792109,0.7248990586489019,0.741567455918593,0.7582358531882841
20241230,All,2249.9600,0.4756,0.6176607643180494,0.7679177255137204,0.7915536519939383,0.8151895784741562,0.8388255049543741,0.8624614314345921,0.8860973579148099,0.9097332843950279,0.9164864062465187,0.9333692108752458,0.9570051373554637,0.9806410638356816,1.0042769903158995,1.0279129167961174,1.0515488432763354,1.0751847697565533
20241229,All,2349.1000,0.4486,0.5825959185724915,0.7243227326859861,0.746616838276873,0.7689109438677597,0.7912050494586466,0.8134991550495333,0.8357932606404201,0.858087366231307,0.8644571106858461,0.8803814718221937,0.9026755774130806,0.9249696830039673,0.9472637885948542,0.969557894185741,0.9918519997766277,1.0141461053675145
20241228,All,1711.0200,0.5318,0.6906475913884329,0.8586598957699675,0.8850887975827931,0.9115176993956189,0.9379466012084445,0.9643755030212702,0.9908044048340958,1.0172333066469215,1.024784421450586,1.043662208459747,1.070091110272573,1.0965200120853986,1.1229489138982243,1.14937781571105,1.1758067175238756,1.2022356193367012
20241227,All,2279.5800,0.5296,0.6877904558091652,0.8551077111691892,0.8814272794280693,0.9077468476869495,0.9340664159458297,0.9603859842047099,0.98670555246359,1.0130251207224703,1.0205449973678646,1.0393446889813505,1.0656642572402306,1.0919838254991108,1.118303393757991,1.144622962016871,1.1709425302757512,1.1972620985346314
20241226,All,2054.7500,0.5622,0.9739806409229264,1.2109187464703477,1.2481899091407287,1.2854610718111097,1.3227322344814905,1.3600033971518715,1.3972745598222522,1.4345457224926332,1.445194626112742,1.4718168851630142,1.509088047833395,1.546359210503776,1.5836303731741568,1.6209015358445378,1.6581726985149188,1.6954438611852995
20241225,All,1786.2600,0.3221,0.4183106227645999,0.5200721181412308,0.5360795443802514,0.5520869706192719,0.5680943968582925,0.5841018230973132,0.6001092493363337,0.6161166755753543,0.6206902259293602,0.6321241018143748,0.6481315280533955,0.6641389542924161,0.6801463805314366,0.6961538067704572,0.7121612330094779,0.7281686592484984
20241224,All,1593.0600,0.2242,0.34173402481732096,0.4248669014262297,0.4379439831399906,0.45102106485375154,0.46409814656751247,0.4771752282812734,0.49025230999503433,0.5033293917087953,0.5070657007698698,0.5164064734225562,0.5294835551363172,0.542560636850078,0.555637718563839,0.5687148002775999,0.5817918819913609,0.5948689637051218
20241223,All,2018.6700,0.4124,0.489785623024631,0.6089346828394686,0.6276772315743868,0.6464197803093051,0.6651623290442233,0.6839048777791417,0.70264742651406,0.7213899752489782,0.7267449891732406,0.7401325239838965,0.7588750727188147,0.777617621453733,0.7963601701886514,0.8151027189235696,0.8338452676584879,0.8525878163934061
20241222,All,2387.7400,0.3428,0.42183656862351476,0.5244558130117507,0.5405981660615855,0.5567405191114204,0.5728828721612553,0.5890252252110901,0.605167578260925,0.6213099313107598,0.6259220321821413,0.6374522843605948,0.6535946374104297,0.6697369904602645,0.6858793435100994,0.7020216965599342,0.7181640496097691,0.734306402659604
20241221,All,2342.1600,0.5409,0.6443559110037556,0.8011069411955294,0.8257644066189544,0.8504218720423795,0.8750793374658046,0.8997368028892297,0.9243942683126548,0.9490517337360799,0.9560967238570585,0.973709199159505,0.9983666645829301,1.0230241300063552,1.0476815954297802,1.0723390608532053,1.0969965262766306,1.1216539917000556
20241220,All,1751.0600,0.3715,0.4606172484524445,0.5726705826207408,0.5902969497932818,0.6079233169658228,0.6255496841383639,0.6431760513109048,0.6608024184834458,0.6784287856559869,0.6834648905624271,0.6960551528285278,0.7136815200010689,0.7313078871736098,0.7489342543461508,0.7665606215186919,0.7841869886912328,0.8018133558637738
20241219,All,2213.8900,0.4961,0.6391630564397677,0.7946508324444677,0.8191095837261059,0.8435683350077441,0.8680270862893823,0.8924858375710205,0.9169445888526587,0.9414033401342969,0.9483915547861936,0.9658620914159352,0.9903208426975734,1.0147795939792117,1.0392383452608498,1.0636970965424881,1.0881558478241262,1.1126145991057645
20241218,All,2032.5100,0.4793,0.47927000000000003,0.5958609475758243,0.6142010966326956,0.6325412456895668,0.650881394746438,0.6692215438033092,0.6875616928601805,0.7059018419170517,0.7111418845047293,0.724241990973923,0.7425821400307943,0.7609222890876655,0.7792624381445368,0.797602587201408,0.8159427362582792,0.8342828853151505
20241217,All,1583.8600,0.4269,0.6737,0.8375895014956763,0.8633698725174681,0.88915024353926,0.9149306145610517,0.9407109855828435,0.9664913566046354,0.9922717276264271,0.9996375479183677,1.0180520986482189,1.0438324696700108,1.0696128406918026,1.0953932117135943,1.1211735827353861,1.146953953757178,1.1727343247789697
20241216,All,2715.7500,0.4213,0.4843,0.6021145844951107,0.6206472157640045,0.6391798470328983,0.6577124783017922,0.6762451095706861,0.6947777408395799,0.7133103721084737,0.7186054096138719,0.7318430033773675,0.7503756346462613,0.7689082659151552,0.787440897184049,0.8059735284529428,0.8245061597218366,0.8430387909907304
20241215,All,2102.0300,0.3075,0.3421,0.4253219065781073,0.43841299300612424,0.4515040794341411,0.464595165862158,0.47768625229017486,0.49077733871819174,0.5038684251462087,0.5076087355542135,0.5169595115742255,0.5300505980022424,0.5431416844302592,0.5562327708582762,0.569323857286293,0.5824149437143099,0.5955060301423268
20241214,All,1939.7100,0.3838,0.476,0.5917954619443995,0.6100104784300354,0.6282254949156713,0.6464405114013072,0.664655527886943,0.6828705443725789,0.7010855608582148,0.7062898512826822,0.7193005773438507,0.7375155938294866,0.7557306103151225,0.7739456268007583,0.7921606432863942,0.8103756597720301,0.828590676257666
20241213,All,2558.8100,0.4445,0.5676,0.7056787903353806,0.7273990494892607,0.7491193086431408,0.7708395677970209,0.792559826950901,0.8142800861047811,0.8360003452586612,0.8422061335883413,0.8577206044125413,0.8794408635664214,0.9011611227203016,0.9228813818741817,0.9446016410280618,0.9663219001819419,0.988042159335822
20241212,All,1653.8000,0.5341,0.662,0.8230432685025053,0.8483759174804274,0.8737085664583496,0.8990412154362718,0.924373864414194,0.9497065133921161,0.9750391623700383,0.982277062078016,1.0003718113479605,1.0257044603258827,1.051037109303805,1.0763697582817269,1.101702407259649,1.1270350562375713,1.1523677052154935
20241211,All,2092.6000,0.1437,0.2467,0.3519552467994449,0.3685122519139643,0.3850692570284837,0.4016262621430032,0.4181832672575226,0.434740272372042,0.45129727748656145,0.4560278503764241,0.46785428260108086,0.48441128771560027,0.5009682928301197,0.5175252979446392,0.5340823030591586,0.550639308173678,0.5671963132881974
20241210,All,1908.0200,0.3901,0.5557,0.6987449182114365,0.721246366019977,0.7437478138285176,0.7662492616370582,0.7887507094455988,0.8112521572541393,0.8337536050626799,0.8401825901508343,0.8562550528712205,0.8787565006797611,0.9012579484883017,0.9237593962968422,0.9462608441053828,0.9687622919139234,0.991263739722464
20241209,All,1867.5800,0.4641,0.633,0.7963586810661567,0.8220555522451026,0.8477524234240487,0.8734492946029946,0.8991461657819406,0.9248430369608867,0.9505399081398326,0.9578818713338172,0.9762367793187786,1.0019336504977245,1.0276305216766706,1.0533273928556166,1.0790242640345626,1.1047211352135085,1.1304180063924545
20241208,All,1659.8800,0.3293,0.4636,0.5816300289800478,0.6001965503926395,0.6187630718052313,0.637329593217823,0.6558961146304149,0.6744626360430066,0.6930291574555983,0.6983338778591961,0.7115956788681902,0.7301622002807819,0.7487287216933737,0.7672952431059655,0.7858617645185573,0.8044282859311491,0.8229948073437409
20241207,All,1605.5000,0.3087,0.451,0.556351637498857,0.5729238051953064,0.5894959728917558,0.6060681405882051,0.6226403082846546,0.639212475981104,0.6557846436775534,0.6605195487336818,0.6723568113740028,0.6889289790704523,0.7055011467669016,0.722073314463351,0.7386454821598004,0.7552176498562498,0.7717898175526993
20241206,All,2051.3600,0.3217,0.3944,0.5096674056076933,0.5277993570516001,0.5459313084955069,0.5640632599394138,0.5821952113833205,0.6003271628272273,0.6184591142711342,0.6236396718265361,0.636591065715041,0.6547230171589478,0.6728549686028545,0.6909869200467614,0.7091188714906682,0.727250822934575,0.7453827743784818
20241205,All,2020.4600,0.4629,0.5993,0.7671313029294866,0.793531732603788,0.8199321622780892,0.8463325919523905,0.8727330216266918,0.899133451300993,0.9255338809752943,0.9330768608822375,0.9519343106495955,0.9783347403238968,1.0047351699981981,1.0311355996724993,1.0575360293468006,1.0839364590211018,1.1103368886954033
20241204,All,2058.4600,0.3392,0.5372,1.0263592842811375,1.1033056885500803,1.1802520928190234,1.2571984970879664,1.3341449013569093,1.4110913056258523,1.4880377098947952,1.510022396828779,1.5649841141637382,1.6419305184326811,1.7188769227016243,1.795823326970567,1.8727697312395102,1.9497161355084531,2.026662539777396
20241203,All,1998.6500,0.2641,0.3293,0.4525957507834427,0.4719905879853326,0.4913854251872225,0.5107802623891123,0.5301750995910022,0.5495699367928921,0.568964773994782,0.5745061560524648,0.5883596111966718,0.6077544483985617,0.6271492856004516,0.6465441228023414,0.6659389600042314,0.6853337972061212,0.704728634408011
