,date,platform,marketing_channel,campaign_id,source_country,countries,total_impressions,total_clicks,total_app_installs,total_conversions,total_marketing_spend,total_revenue,ROAS,CPA,CPI,CPM,CR,CTR,platform_campaign
109,2023-11-06,ios,Channel C,1023570237,DE,DE,301,17,10,2,20.62,49.9,2.4199806013579046,10.31,2.0620000000000003,68.50498338870432,11.76470588235294,5.647840531561462,Channel C - ios - DE - 1023570237
110,2023-11-06,ios,Channel C,1023585396,US,US,1834,139,70,8,306.89,264.46,0.8617419922447782,38.36125,4.384142857142857,167.33369683751363,5.755395683453238,7.57906215921483,Channel C - ios - US - 1023585396
111,2023-11-06,ios,Channel C,1023655231,US,US,409,129,64,13,156.8,288.73,1.841390306122449,12.061538461538463,2.45,383.3740831295844,10.077519379844961,31.54034229828851,Channel C - ios - US - 1023655231
112,2023-11-06,ios,Channel C,1023678230,DE,DE,106,16,12,1,18.5,25.04,1.3535135135135135,18.5,1.5416666666666667,174.52830188679243,6.25,15.09433962264151,Channel C - ios - DE - 1023678230
113,2023-11-06,ios,Channel C,1023835841,DE,DE,1061,546,340,51,508.01,1722.79,3.3912521407058915,9.960980392156863,1.4941470588235295,478.80301602262017,9.340659340659341,51.460885956644674,Channel C - ios - DE - 1023835841
114,2023-11-06,ios,Channel C,1256454484,US,US,1832,68,30,6,103.86,204.94,1.9732331985364915,17.31,3.462,56.69213973799127,8.823529411764707,3.711790393013101,Channel C - ios - US - 1256454484
115,2023-11-06,ios,Channel C,1410804754,US,US,139,16,5,0,43.3,0.0,0.0,,8.66,311.51079136690646,0.0,11.510791366906476,Channel C - ios - US - 1410804754
116,2023-11-06,ios,Channel C,1411644825,US,US,22,8,2,0,13.74,0.0,0.0,,6.87,624.5454545454545,0.0,36.36363636363637,Channel C - ios - US - 1411644825
117,2023-11-06,ios,Channel C,1412537821,DE,DE,1015,218,122,11,412.28,472.41,1.1458474822935871,37.48,3.379344262295082,406.18719211822656,5.045871559633028,21.47783251231527,Channel C - ios - DE - 1412537821
118,2023-11-07,android,Channel A,13570876685,DE,DE,56338,1372,673,64,1234.28,1985.76,1.6088407816702854,19.285625,1.8339970282317979,21.908480954240474,4.664723032069971,2.4353012176506086,Channel A - android - DE - 13570876685
119,2023-11-07,android,Channel B,6154573222815,DE,DE,1033,4,2,1,21.75,9.97,0.45839080459770115,21.75,10.875,21.05517909002904,25.0,0.3872216844143272,Channel B - android - DE - 6154573222815
120,2023-11-07,android,Channel B,6318246682215,US,US,4211,27,20,0,85.68,0.0,0.0,,4.284000000000001,20.346710995013062,0.0,0.6411778674899073,Channel B - android - US - 6318246682215
121,2023-11-07,android,Channel B,6349421515615,DE,DE,58771,254,158,7,407.15,272.28,0.668746162348029,58.16428571428571,2.576898734177215,6.927736468666519,2.7559055118110236,0.4321859420462473,Channel B - android - DE - 6349421515615
122,2023-11-07,android,Channel B,6411365672615,US,US,2364,22,12,1,30.8,37.26,1.2097402597402596,30.8,2.566666666666667,13.028764805414554,4.545454545454546,0.9306260575296108,Channel B - android - US - 6411365672615
123,2023-11-07,android,Channel B,6521163384215,DE,DE,52398,230,137,5,402.89,117.71,0.29216411427436767,80.578,2.940802919708029,7.689033932592848,2.1739130434782608,0.43894805145234556,Channel B - android - DE - 6521163384215
124,2023-11-07,android,Channel B,6521369294215,US,US,344,2,0,0,7.05,0.0,0.0,,,20.49418604651163,0.0,0.5813953488372093,Channel B - android - US - 6521369294215
125,2023-11-07,android,Channel E,1763164645253137,DE,DE,76154,350,28,1,65.0,29.82,0.45876923076923076,65.0,2.3214285714285716,0.8535336292249915,0.2857142857142857,0.4595950311211493,Channel E - android - DE - 1763164645253137
126,2023-11-07,android,Channel E,1769120303953937,DE,DE,301149,271,75,10,416.15,381.72,0.9172654091072932,41.614999999999995,5.548666666666667,1.381874088906156,3.6900369003690034,0.08998867670156634,Channel E - android - DE - 1769120303953937
127,2023-11-07,iOS,Channel B,6492364605815,DE,DE,74701,259,1,0,592.08,0.0,0.0,,592.08,7.925998313275593,0.0,0.3467155727500301,Channel B - iOS - DE - 6492364605815
128,2023-11-07,ios,Channel C,1023570237,DE,DE,328,15,7,0,21.15,0.0,0.0,,3.0214285714285714,64.48170731707317,0.0,4.573170731707317,Channel C - ios - DE - 1023570237
129,2023-11-07,ios,Channel C,1023585396,US,US,1721,136,75,3,308.22,93.15,0.3022191940821491,102.74000000000001,4.1096,179.0935502614759,2.2058823529411766,7.902382335851249,Channel C - ios - US - 1023585396
130,2023-11-07,ios,Channel C,1023655231,US,US,374,131,59,11,149.9,283.07,1.8883922615076716,13.627272727272727,2.540677966101695,400.80213903743316,8.396946564885496,35.02673796791444,Channel C - ios - US - 1023655231
